phi,theta
2.0328e-06,0.27475
2.0328e-06,0.27475
2.0327e-06,0.27474
2.0326e-06,0.27473
2.0326e-06,0.27472
2.0325e-06,0.27471
2.0324e-06,0.2747
2.0324e-06,0.27469
2.0323e-06,0.27468
2.0322e-06,0.27467
2.0322e-06,0.27466
2.0321e-06,0.27465
2.032e-06,0.27465
2.032e-06,0.27464
2.0319e-06,0.27463
2.0318e-06,0.27462
2.0318e-06,0.27461
2.0317e-06,0.2746
2.0316e-06,0.27459
2.0316e-06,0.27458
2.0315e-06,0.27457
2.0314e-06,0.27456
2.0314e-06,0.27455
2.0313e-06,0.27454
2.0312e-06,0.27454
2.0312e-06,0.27453
2.0311e-06,0.27452
2.031e-06,0.27451
2.031e-06,0.2745
2.0309e-06,0.27449
2.0308e-06,0.27448
2.0307e-06,0.27447
2.0307e-06,0.27446
2.0306e-06,0.27445
2.0305e-06,0.27444
2.0305e-06,0.27443
2.0304e-06,0.27443
2.0303e-06,0.27442
2.0303e-06,0.27441
2.0302e-06,0.2744
2.0301e-06,0.27439
2.0301e-06,0.27438
2.03e-06,0.27437
2.0299e-06,0.27436
2.0299e-06,0.27435
2.0298e-06,0.27434
2.0297e-06,0.27433
2.0297e-06,0.27433
2.0296e-06,0.27432
2.0295e-06,0.27431
2.0295e-06,0.2743
2.0294e-06,0.27429
2.0293e-06,0.27428
2.0293e-06,0.27427
2.0292e-06,0.27426
2.0291e-06,0.27425
2.0291e-06,0.27424
2.029e-06,0.27423
2.0289e-06,0.27422
2.0289e-06,0.27422
2.0288e-06,0.27421
2.0287e-06,0.2742
2.0287e-06,0.27419
2.0286e-06,0.27418
2.0285e-06,0.27417
2.0285e-06,0.27416
2.0284e-06,0.27415
2.0283e-06,0.27414
2.0282e-06,0.27413
2.0282e-06,0.27412
2.0281e-06,0.27412
2.028e-06,0.27411
2.028e-06,0.2741
2.0279e-06,0.27409
2.0278e-06,0.27408
2.0278e-06,0.27407
2.0277e-06,0.27406
2.0276e-06,0.27405
2.0276e-06,0.27404
2.0275e-06,0.27403
2.0274e-06,0.27402
2.0274e-06,0.27401
2.0273e-06,0.27401
2.0272e-06,0.274
2.0272e-06,0.27399
2.0271e-06,0.27398
2.027e-06,0.27397
2.027e-06,0.27396
2.0269e-06,0.27395
2.0268e-06,0.27394
2.0268e-06,0.27393
2.0267e-06,0.27392
2.0266e-06,0.27391
2.0266e-06,0.27391
2.0265e-06,0.2739
2.0264e-06,0.27389
2.0264e-06,0.27388
2.0263e-06,0.27387
2.0262e-06,0.27386
2.0262e-06,0.27385
2.0261e-06,0.27384
2.026e-06,0.27383
2.026e-06,0.27382
2.0259e-06,0.27381
2.0258e-06,0.27381
2.0258e-06,0.2738
2.0257e-06,0.27379
2.0256e-06,0.27378
2.0255e-06,0.27377
2.0255e-06,0.27376
2.0254e-06,0.27375
2.0253e-06,0.27374
2.0253e-06,0.27373
2.0252e-06,0.27372
2.0251e-06,0.27371
2.0251e-06,0.2737
2.025e-06,0.2737
2.0249e-06,0.27369
2.0249e-06,0.27368
2.0248e-06,0.27367
2.0247e-06,0.27366
2.0247e-06,0.27365
2.0246e-06,0.27364
2.0245e-06,0.27363
2.0245e-06,0.27362
2.0244e-06,0.27361
2.0243e-06,0.2736
2.0243e-06,0.2736
2.0242e-06,0.27359
2.0241e-06,0.27358
2.0241e-06,0.27357
2.024e-06,0.27356
2.0239e-06,0.27355
2.0239e-06,0.27354
2.0238e-06,0.27353
2.0237e-06,0.27352
2.0237e-06,0.27351
2.0236e-06,0.2735
2.0235e-06,0.2735
2.0235e-06,0.27349
2.0234e-06,0.27348
2.0233e-06,0.27347
2.0233e-06,0.27346
2.0232e-06,0.27345
2.0231e-06,0.27344
2.0231e-06,0.27343
2.023e-06,0.27342
2.0229e-06,0.27341
2.0229e-06,0.2734
2.0228e-06,0.2734
2.0227e-06,0.27339
2.0227e-06,0.27338
2.0226e-06,0.27337
2.0225e-06,0.27336
2.0225e-06,0.27335
2.0224e-06,0.27334
2.0223e-06,0.27333
2.0222e-06,0.27332
2.0222e-06,0.27331
2.0221e-06,0.2733
2.022e-06,0.2733
2.022e-06,0.27329
2.0219e-06,0.27328
2.0218e-06,0.27327
2.0218e-06,0.27326
2.0217e-06,0.27325
2.0216e-06,0.27324
2.0216e-06,0.27323
2.0215e-06,0.27322
2.0214e-06,0.27321
2.0214e-06,0.2732
2.0213e-06,0.2732
2.0212e-06,0.27319
2.0212e-06,0.27318
2.0211e-06,0.27317
2.021e-06,0.27316
2.021e-06,0.27315
2.0209e-06,0.27314
2.0208e-06,0.27313
2.0208e-06,0.27312
2.0207e-06,0.27311
2.0206e-06,0.2731
2.0206e-06,0.2731
2.0205e-06,0.27309
2.0204e-06,0.27308
2.0204e-06,0.27307
2.0203e-06,0.27306
2.0202e-06,0.27305
2.0202e-06,0.27304
2.0201e-06,0.27303
2.02e-06,0.27302
2.02e-06,0.27301
2.0199e-06,0.273
2.0198e-06,0.273
2.0198e-06,0.27299
2.0197e-06,0.27298
2.0196e-06,0.27297
2.0196e-06,0.27296
2.0195e-06,0.27295
2.0194e-06,0.27294
2.0194e-06,0.27293
2.0193e-06,0.27292
2.0192e-06,0.27291
2.0192e-06,0.2729
2.0191e-06,0.2729
2.019e-06,0.27289
2.019e-06,0.27288
2.0189e-06,0.27287
2.0188e-06,0.27286
2.0188e-06,0.27285
2.0187e-06,0.27284
2.0186e-06,0.27283
2.0185e-06,0.27282
2.0185e-06,0.27281
2.0184e-06,0.2728
2.0183e-06,0.2728
2.0183e-06,0.27279
2.0182e-06,0.27278
2.0181e-06,0.27277
2.0181e-06,0.27276
2.018e-06,0.27275
2.0179e-06,0.27274
2.0179e-06,0.27273
2.0178e-06,0.27272
2.0177e-06,0.27271
2.0177e-06,0.2727
2.0176e-06,0.2727
2.0175e-06,0.27269
2.0175e-06,0.27268
2.0174e-06,0.27267
2.0173e-06,0.27266
2.0173e-06,0.27265
2.0172e-06,0.27264
2.0171e-06,0.27263
2.0171e-06,0.27262
2.017e-06,0.27261
2.0169e-06,0.2726
2.0169e-06,0.2726
2.0168e-06,0.27259
2.0167e-06,0.27258
2.0167e-06,0.27257
2.0166e-06,0.27256
2.0165e-06,0.27255
2.0165e-06,0.27254
2.0164e-06,0.27253
2.0163e-06,0.27252
2.0163e-06,0.27251
2.0162e-06,0.2725
2.0161e-06,0.2725
2.0161e-06,0.27249
2.016e-06,0.27248
2.0159e-06,0.27247
2.0159e-06,0.27246
2.0158e-06,0.27245
2.0157e-06,0.27244
2.0157e-06,0.27243
2.0156e-06,0.27242
2.0155e-06,0.27241
2.0155e-06,0.2724
2.0154e-06,0.2724
2.0153e-06,0.27239
2.0153e-06,0.27238
2.0152e-06,0.27237
2.0151e-06,0.27236
2.0151e-06,0.27235
2.015e-06,0.27234
2.0149e-06,0.27233
2.0149e-06,0.27232
2.0148e-06,0.27231
2.0147e-06,0.27231
2.0147e-06,0.2723
2.0146e-06,0.27229
2.0145e-06,0.27228
2.0145e-06,0.27227
2.0144e-06,0.27226
2.0143e-06,0.27225
2.0143e-06,0.27224
2.0142e-06,0.27223
2.0141e-06,0.27222
2.0141e-06,0.27221
2.014e-06,0.27221
2.0139e-06,0.2722
2.0139e-06,0.27219
2.0138e-06,0.27218
2.0137e-06,0.27217
2.0136e-06,0.27216
2.0136e-06,0.27215
2.0135e-06,0.27214
2.0134e-06,0.27213
2.0134e-06,0.27212
2.0133e-06,0.27211
2.0132e-06,0.27211
2.0132e-06,0.2721
2.0131e-06,0.27209
2.013e-06,0.27208
2.013e-06,0.27207
2.0129e-06,0.27206
2.0128e-06,0.27205
2.0128e-06,0.27204
2.0127e-06,0.27203
2.0126e-06,0.27202
2.0126e-06,0.27202
2.0125e-06,0.27201
2.0124e-06,0.272
2.0124e-06,0.27199
2.0123e-06,0.27198
2.0122e-06,0.27197
2.0122e-06,0.27196
2.0121e-06,0.27195
2.012e-06,0.27194
2.012e-06,0.27193
2.0119e-06,0.27192
2.0118e-06,0.27192
2.0118e-06,0.27191
2.0117e-06,0.2719
2.0116e-06,0.27189
2.0116e-06,0.27188
2.0115e-06,0.27187
2.0114e-06,0.27186
2.0114e-06,0.27185
2.0113e-06,0.27184
2.0112e-06,0.27183
2.0112e-06,0.27183
2.0111e-06,0.27182
2.011e-06,0.27181
2.011e-06,0.2718
2.0109e-06,0.27179
2.0108e-06,0.27178
2.0108e-06,0.27177
2.0107e-06,0.27176
2.0106e-06,0.27175
2.0106e-06,0.27174
2.0105e-06,0.27173
2.0104e-06,0.27173
2.0104e-06,0.27172
2.0103e-06,0.27171
2.0102e-06,0.2717
2.0102e-06,0.27169
2.0101e-06,0.27168
2.01e-06,0.27167
2.01e-06,0.27166
2.0099e-06,0.27165
2.0098e-06,0.27164
2.0098e-06,0.27164
2.0097e-06,0.27163
2.0096e-06,0.27162
2.0096e-06,0.27161
2.0095e-06,0.2716
2.0094e-06,0.27159
2.0094e-06,0.27158
2.0093e-06,0.27157
2.0092e-06,0.27156
2.0092e-06,0.27155
2.0091e-06,0.27154
2.009e-06,0.27154
2.009e-06,0.27153
2.0089e-06,0.27152
2.0088e-06,0.27151
2.0088e-06,0.2715
2.0087e-06,0.27149
2.0086e-06,0.27148
2.0086e-06,0.27147
2.0085e-06,0.27146
2.0084e-06,0.27145
2.0084e-06,0.27145
2.0083e-06,0.27144
2.0082e-06,0.27143
2.0082e-06,0.27142
2.0081e-06,0.27141
2.008e-06,0.2714
2.008e-06,0.27139
2.0079e-06,0.27138
2.0078e-06,0.27137
2.0078e-06,0.27136
2.0077e-06,0.27135
2.0076e-06,0.27135
2.0076e-06,0.27134
2.0075e-06,0.27133
2.0074e-06,0.27132
2.0074e-06,0.27131
2.0073e-06,0.2713
2.0072e-06,0.27129
2.0072e-06,0.27128
2.0071e-06,0.27127
2.007e-06,0.27126
2.007e-06,0.27126
2.0069e-06,0.27125
2.0068e-06,0.27124
2.0068e-06,0.27123
2.0067e-06,0.27122
2.0066e-06,0.27121
2.0066e-06,0.2712
2.0065e-06,0.27119
2.0064e-06,0.27118
2.0064e-06,0.27117
2.0063e-06,0.27117
2.0062e-06,0.27116
2.0062e-06,0.27115
2.0061e-06,0.27114
2.006e-06,0.27113
2.006e-06,0.27112
2.0059e-06,0.27111
2.0058e-06,0.2711
2.0058e-06,0.27109
2.0057e-06,0.27108
2.0056e-06,0.27108
2.0056e-06,0.27107
2.0055e-06,0.27106
2.0054e-06,0.27105
2.0054e-06,0.27104
2.0053e-06,0.27103
2.0052e-06,0.27102
2.0052e-06,0.27101
2.0051e-06,0.271
2.005e-06,0.27099
2.005e-06,0.27098
2.0049e-06,0.27098
2.0048e-06,0.27097
2.0048e-06,0.27096
2.0047e-06,0.27095
2.0046e-06,0.27094
2.0046e-06,0.27093
2.0045e-06,0.27092
2.0044e-06,0.27091
2.0044e-06,0.2709
2.0043e-06,0.27089
2.0042e-06,0.27089
2.0042e-06,0.27088
2.0041e-06,0.27087
2.004e-06,0.27086
2.004e-06,0.27085
2.0039e-06,0.27084
2.0038e-06,0.27083
2.0038e-06,0.27082
2.0037e-06,0.27081
2.0036e-06,0.2708
2.0036e-06,0.2708
2.0035e-06,0.27079
2.0034e-06,0.27078
2.0034e-06,0.27077
2.0033e-06,0.27076
2.0032e-06,0.27075
2.0032e-06,0.27074
2.0031e-06,0.27073
2.003e-06,0.27072
2.003e-06,0.27071
2.0029e-06,0.27071
2.0028e-06,0.2707
2.0028e-06,0.27069
2.0027e-06,0.27068
2.0026e-06,0.27067
2.0026e-06,0.27066
2.0025e-06,0.27065
2.0024e-06,0.27064
2.0024e-06,0.27063
2.0023e-06,0.27062
2.0022e-06,0.27062
2.0022e-06,0.27061
2.0021e-06,0.2706
2.002e-06,0.27059
2.002e-06,0.27058
2.0019e-06,0.27057
2.0018e-06,0.27056
2.0018e-06,0.27055
2.0017e-06,0.27054
2.0016e-06,0.27053
2.0016e-06,0.27053
2.0015e-06,0.27052
2.0014e-06,0.27051
2.0014e-06,0.2705
2.0013e-06,0.27049
2.0012e-06,0.27048
2.0012e-06,0.27047
2.0011e-06,0.27046
2.001e-06,0.27045
2.001e-06,0.27044
2.0009e-06,0.27044
2.0008e-06,0.27043
2.0008e-06,0.27042
2.0007e-06,0.27041
2.0006e-06,0.2704
2.0006e-06,0.27039
2.0005e-06,0.27038
2.0004e-06,0.27037
2.0004e-06,0.27036
2.0003e-06,0.27035
2.0002e-06,0.27035
2.0002e-06,0.27034
2.0001e-06,0.27033
2e-06,0.27032
2e-06,0.27031
1.9999e-06,0.2703
1.9998e-06,0.27029
1.9998e-06,0.27028
1.9997e-06,0.27027
1.9996e-06,0.27026
1.9996e-06,0.27026
1.9995e-06,0.27025
1.9994e-06,0.27024
1.9994e-06,0.27023
1.9993e-06,0.27022
1.9992e-06,0.27021
1.9992e-06,0.2702
1.9991e-06,0.27019
1.999e-06,0.27018
1.999e-06,0.27017
1.9989e-06,0.27017
1.9988e-06,0.27016
1.9988e-06,0.27015
1.9987e-06,0.27014
1.9986e-06,0.27013
1.9986e-06,0.27012
1.9985e-06,0.27011
1.9984e-06,0.2701
1.9984e-06,0.27009
1.9983e-06,0.27008
1.9982e-06,0.27008
1.9982e-06,0.27007
1.9981e-06,0.27006
1.998e-06,0.27005
1.998e-06,0.27004
1.9979e-06,0.27003
1.9978e-06,0.27002
1.9978e-06,0.27001
1.9977e-06,0.27
1.9976e-06,0.26999
1.9976e-06,0.26999
1.9975e-06,0.26998
1.9974e-06,0.26997
1.9974e-06,0.26996
1.9973e-06,0.26995
1.9972e-06,0.26994
1.9972e-06,0.26993
1.9971e-06,0.26992
1.997e-06,0.26991
1.997e-06,0.2699
1.9969e-06,0.2699
1.9968e-06,0.26989
1.9968e-06,0.26988
1.9967e-06,0.26987
1.9966e-06,0.26986
1.9966e-06,0.26985
1.9965e-06,0.26984
1.9964e-06,0.26983
1.9964e-06,0.26982
1.9963e-06,0.26981
1.9962e-06,0.26981
1.9962e-06,0.2698
1.9961e-06,0.26979
1.996e-06,0.26978
1.996e-06,0.26977
1.9959e-06,0.26976
1.9958e-06,0.26975
1.9958e-06,0.26974
1.9957e-06,0.26973
1.9956e-06,0.26972
1.9956e-06,0.26972
1.9955e-06,0.26971
1.9954e-06,0.2697
1.9954e-06,0.26969
1.9953e-06,0.26968
1.9952e-06,0.26967
1.9952e-06,0.26966
1.9951e-06,0.26965
1.995e-06,0.26964
1.995e-06,0.26963
1.9949e-06,0.26963
1.9948e-06,0.26962
1.9948e-06,0.26961
1.9947e-06,0.2696
1.9946e-06,0.26959
1.9946e-06,0.26958
1.9945e-06,0.26957
1.9944e-06,0.26956
1.9944e-06,0.26955
1.9943e-06,0.26955
1.9942e-06,0.26954
1.9942e-06,0.26953
1.9941e-06,0.26952
1.994e-06,0.26951
1.994e-06,0.2695
1.9939e-06,0.26949
1.9938e-06,0.26948
1.9938e-06,0.26947
1.9937e-06,0.26946
1.9936e-06,0.26946
1.9936e-06,0.26945
1.9935e-06,0.26944
1.9934e-06,0.26943
1.9934e-06,0.26942
1.9933e-06,0.26941
1.9932e-06,0.2694
1.9932e-06,0.26939
1.9931e-06,0.26938
1.993e-06,0.26937
1.993e-06,0.26937
1.9929e-06,0.26936
1.9928e-06,0.26935
1.9928e-06,0.26934
1.9927e-06,0.26933
1.9926e-06,0.26932
1.9926e-06,0.26931
1.9925e-06,0.2693
1.9924e-06,0.26929
1.9924e-06,0.26929
1.9923e-06,0.26928
1.9922e-06,0.26927
1.9922e-06,0.26926
1.9921e-06,0.26925
1.992e-06,0.26924
1.992e-06,0.26923
1.9919e-06,0.26922
1.9918e-06,0.26921
1.9918e-06,0.2692
1.9917e-06,0.2692
1.9916e-06,0.26919
1.9916e-06,0.26918
1.9915e-06,0.26917
1.9914e-06,0.26916
1.9914e-06,0.26915
1.9913e-06,0.26914
1.9912e-06,0.26913
1.9912e-06,0.26912
1.9911e-06,0.26911
1.9911e-06,0.26911
1.991e-06,0.2691
1.9909e-06,0.26909
1.9909e-06,0.26908
1.9908e-06,0.26907
1.9907e-06,0.26906
1.9907e-06,0.26905
1.9906e-06,0.26904
1.9905e-06,0.26903
1.9905e-06,0.26903
1.9904e-06,0.26902
1.9903e-06,0.26901
1.9903e-06,0.269
1.9902e-06,0.26899
1.9901e-06,0.26898
1.9901e-06,0.26897
1.99e-06,0.26896
1.9899e-06,0.26895
1.9899e-06,0.26894
1.9898e-06,0.26894
1.9897e-06,0.26893
1.9897e-06,0.26892
1.9896e-06,0.26891
1.9895e-06,0.2689
1.9895e-06,0.26889
1.9894e-06,0.26888
1.9893e-06,0.26887
1.9893e-06,0.26886
1.9892e-06,0.26886
1.9891e-06,0.26885
1.9891e-06,0.26884
1.989e-06,0.26883
1.9889e-06,0.26882
1.9889e-06,0.26881
1.9888e-06,0.2688
1.9887e-06,0.26879
1.9887e-06,0.26878
1.9886e-06,0.26877
1.9885e-06,0.26877
1.9885e-06,0.26876
1.9884e-06,0.26875
1.9883e-06,0.26874
1.9883e-06,0.26873
1.9882e-06,0.26872
1.9881e-06,0.26871
1.9881e-06,0.2687
1.988e-06,0.26869
1.9879e-06,0.26869
1.9879e-06,0.26868
1.9878e-06,0.26867
1.9877e-06,0.26866
1.9877e-06,0.26865
1.9876e-06,0.26864
1.9875e-06,0.26863
1.9875e-06,0.26862
1.9874e-06,0.26861
1.9873e-06,0.2686
1.9873e-06,0.2686
1.9872e-06,0.26859
1.9871e-06,0.26858
1.9871e-06,0.26857
1.987e-06,0.26856
1.9869e-06,0.26855
1.9869e-06,0.26854
1.9868e-06,0.26853
1.9867e-06,0.26852
1.9867e-06,0.26852
1.9866e-06,0.26851
1.9865e-06,0.2685
1.9865e-06,0.26849
1.9864e-06,0.26848
1.9863e-06,0.26847
1.9863e-06,0.26846
1.9862e-06,0.26845
1.9862e-06,0.26844
1.9861e-06,0.26843
1.986e-06,0.26843
1.986e-06,0.26842
1.9859e-06,0.26841
1.9858e-06,0.2684
1.9858e-06,0.26839
1.9857e-06,0.26838
1.9856e-06,0.26837
1.9856e-06,0.26836
1.9855e-06,0.26835
1.9854e-06,0.26835
1.9854e-06,0.26834
1.9853e-06,0.26833
1.9852e-06,0.26832
1.9852e-06,0.26831
1.9851e-06,0.2683
1.985e-06,0.26829
1.985e-06,0.26828
1.9849e-06,0.26827
1.9848e-06,0.26827
1.9848e-06,0.26826
1.9847e-06,0.26825
1.9846e-06,0.26824
1.9846e-06,0.26823
1.9845e-06,0.26822
1.9844e-06,0.26821
1.9844e-06,0.2682
1.9843e-06,0.26819
1.9842e-06,0.26818
1.9842e-06,0.26818
1.9841e-06,0.26817
1.984e-06,0.26816
1.984e-06,0.26815
1.9839e-06,0.26814
1.9838e-06,0.26813
1.9838e-06,0.26812
1.9837e-06,0.26811
1.9836e-06,0.2681
1.9836e-06,0.2681
1.9835e-06,0.26809
1.9834e-06,0.26808
1.9834e-06,0.26807
1.9833e-06,0.26806
1.9832e-06,0.26805
1.9832e-06,0.26804
1.9831e-06,0.26803
1.983e-06,0.26802
1.983e-06,0.26802
1.9829e-06,0.26801
1.9828e-06,0.268
1.9828e-06,0.26799
1.9827e-06,0.26798
1.9827e-06,0.26797
1.9826e-06,0.26796
1.9825e-06,0.26795
1.9825e-06,0.26794
1.9824e-06,0.26793
1.9823e-06,0.26793
1.9823e-06,0.26792
1.9822e-06,0.26791
1.9821e-06,0.2679
1.9821e-06,0.26789
1.982e-06,0.26788
1.9819e-06,0.26787
1.9819e-06,0.26786
1.9818e-06,0.26785
1.9817e-06,0.26785
1.9817e-06,0.26784
1.9816e-06,0.26783
1.9815e-06,0.26782
1.9815e-06,0.26781
1.9814e-06,0.2678
1.9813e-06,0.26779
1.9813e-06,0.26778
1.9812e-06,0.26777
1.9811e-06,0.26777
1.9811e-06,0.26776
1.981e-06,0.26775
1.9809e-06,0.26774
1.9809e-06,0.26773
1.9808e-06,0.26772
1.9807e-06,0.26771
1.9807e-06,0.2677
1.9806e-06,0.26769
1.9805e-06,0.26769
1.9805e-06,0.26768
1.9804e-06,0.26767
1.9803e-06,0.26766
1.9803e-06,0.26765
1.9802e-06,0.26764
1.9801e-06,0.26763
1.9801e-06,0.26762
1.98e-06,0.26761
1.9799e-06,0.2676
1.9799e-06,0.2676
1.9798e-06,0.26759
1.9797e-06,0.26758
1.9797e-06,0.26757
1.9796e-06,0.26756
1.9796e-06,0.26755
1.9795e-06,0.26754
1.9794e-06,0.26753
1.9794e-06,0.26752
1.9793e-06,0.26752
1.9792e-06,0.26751
1.9792e-06,0.2675
1.9791e-06,0.26749
1.979e-06,0.26748
1.979e-06,0.26747
1.9789e-06,0.26746
1.9788e-06,0.26745
1.9788e-06,0.26744
1.9787e-06,0.26744
1.9786e-06,0.26743
1.9786e-06,0.26742
1.9785e-06,0.26741
1.9784e-06,0.2674
1.9784e-06,0.26739
1.9783e-06,0.26738
1.9782e-06,0.26737
1.9782e-06,0.26736
1.9781e-06,0.26736
1.978e-06,0.26735
1.978e-06,0.26734
1.9779e-06,0.26733
1.9778e-06,0.26732
1.9778e-06,0.26731
1.9777e-06,0.2673
1.9776e-06,0.26729
1.9776e-06,0.26728
1.9775e-06,0.26728
1.9774e-06,0.26727
1.9774e-06,0.26726
1.9773e-06,0.26725
1.9772e-06,0.26724
1.9772e-06,0.26723
1.9771e-06,0.26722
1.977e-06,0.26721
1.977e-06,0.2672
1.9769e-06,0.2672
1.9768e-06,0.26719
1.9768e-06,0.26718
1.9767e-06,0.26717
1.9767e-06,0.26716
1.9766e-06,0.26715
1.9765e-06,0.26714
1.9765e-06,0.26713
1.9764e-06,0.26712
1.9763e-06,0.26712
1.9763e-06,0.26711
1.9762e-06,0.2671
1.9761e-06,0.26709
1.9761e-06,0.26708
1.976e-06,0.26707
1.9759e-06,0.26706
1.9759e-06,0.26705
1.9758e-06,0.26704
1.9757e-06,0.26704
1.9757e-06,0.26703
1.9756e-06,0.26702
1.9755e-06,0.26701
1.9755e-06,0.267
1.9754e-06,0.26699
1.9753e-06,0.26698
1.9753e-06,0.26697
1.9752e-06,0.26696
1.9751e-06,0.26696
1.9751e-06,0.26695
1.975e-06,0.26694
1.9749e-06,0.26693
1.9749e-06,0.26692
1.9748e-06,0.26691
1.9747e-06,0.2669
1.9747e-06,0.26689
1.9746e-06,0.26688
1.9745e-06,0.26688
1.9745e-06,0.26687
1.9744e-06,0.26686
1.9744e-06,0.26685
1.9743e-06,0.26684
1.9742e-06,0.26683
1.9742e-06,0.26682
1.9741e-06,0.26681
1.974e-06,0.2668
1.974e-06,0.2668
1.9739e-06,0.26679
1.9738e-06,0.26678
1.9738e-06,0.26677
1.9737e-06,0.26676
1.9736e-06,0.26675
1.9736e-06,0.26674
1.9735e-06,0.26673
1.9734e-06,0.26672
1.9734e-06,0.26672
1.9733e-06,0.26671
1.9732e-06,0.2667
1.9732e-06,0.26669
1.9731e-06,0.26668
1.973e-06,0.26667
1.973e-06,0.26666
1.9729e-06,0.26665
1.9728e-06,0.26664
1.9728e-06,0.26664
1.9727e-06,0.26663
1.9726e-06,0.26662
1.9726e-06,0.26661
1.9725e-06,0.2666
1.9724e-06,0.26659
1.9724e-06,0.26658
1.9723e-06,0.26657
1.9722e-06,0.26656
1.9722e-06,0.26656
1.9721e-06,0.26655
1.9721e-06,0.26654
1.972e-06,0.26653
1.9719e-06,0.26652
1.9719e-06,0.26651
1.9718e-06,0.2665
1.9717e-06,0.26649
1.9717e-06,0.26648
1.9716e-06,0.26648
1.9715e-06,0.26647
1.9715e-06,0.26646
1.9714e-06,0.26645
1.9713e-06,0.26644
1.9713e-06,0.26643
1.9712e-06,0.26642
1.9711e-06,0.26641
1.9711e-06,0.2664
1.971e-06,0.2664
1.9709e-06,0.26639
1.9709e-06,0.26638
1.9708e-06,0.26637
1.9707e-06,0.26636
1.9707e-06,0.26635
1.9706e-06,0.26634
1.9705e-06,0.26633
1.9705e-06,0.26633
1.9704e-06,0.26632
1.9703e-06,0.26631
1.9703e-06,0.2663
1.9702e-06,0.26629
1.9701e-06,0.26628
1.9701e-06,0.26627
1.97e-06,0.26626
1.97e-06,0.26625
1.9699e-06,0.26625
1.9698e-06,0.26624
1.9698e-06,0.26623
1.9697e-06,0.26622
1.9696e-06,0.26621
1.9696e-06,0.2662
1.9695e-06,0.26619
1.9694e-06,0.26618
1.9694e-06,0.26617
1.9693e-06,0.26617
1.9692e-06,0.26616
1.9692e-06,0.26615
1.9691e-06,0.26614
1.969e-06,0.26613
1.969e-06,0.26612
1.9689e-06,0.26611
1.9688e-06,0.2661
1.9688e-06,0.26609
1.9687e-06,0.26609
1.9686e-06,0.26608
1.9686e-06,0.26607
1.9685e-06,0.26606
1.9684e-06,0.26605
1.9684e-06,0.26604
1.9683e-06,0.26603
1.9682e-06,0.26602
1.9682e-06,0.26601
1.9681e-06,0.26601
1.9681e-06,0.266
1.968e-06,0.26599
1.9679e-06,0.26598
1.9679e-06,0.26597
1.9678e-06,0.26596
1.9677e-06,0.26595
1.9677e-06,0.26594
1.9676e-06,0.26594
1.9675e-06,0.26593
1.9675e-06,0.26592
1.9674e-06,0.26591
1.9673e-06,0.2659
1.9673e-06,0.26589
1.9672e-06,0.26588
1.9671e-06,0.26587
1.9671e-06,0.26586
1.967e-06,0.26586
1.9669e-06,0.26585
1.9669e-06,0.26584
1.9668e-06,0.26583
1.9667e-06,0.26582
1.9667e-06,0.26581
1.9666e-06,0.2658
1.9665e-06,0.26579
1.9665e-06,0.26578
1.9664e-06,0.26578
1.9663e-06,0.26577
1.9663e-06,0.26576
1.9662e-06,0.26575
1.9662e-06,0.26574
1.9661e-06,0.26573
1.966e-06,0.26572
1.966e-06,0.26571
1.9659e-06,0.26571
1.9658e-06,0.2657
1.9658e-06,0.26569
1.9657e-06,0.26568
1.9656e-06,0.26567
1.9656e-06,0.26566
1.9655e-06,0.26565
1.9654e-06,0.26564
1.9654e-06,0.26563
1.9653e-06,0.26563
1.9652e-06,0.26562
1.9652e-06,0.26561
1.9651e-06,0.2656
1.965e-06,0.26559
1.965e-06,0.26558
1.9649e-06,0.26557
1.9648e-06,0.26556
1.9648e-06,0.26555
1.9647e-06,0.26555
1.9646e-06,0.26554
1.9646e-06,0.26553
1.9645e-06,0.26552
1.9645e-06,0.26551
1.9644e-06,0.2655
1.9643e-06,0.26549
1.9643e-06,0.26548
1.9642e-06,0.26548
1.9641e-06,0.26547
1.9641e-06,0.26546
1.964e-06,0.26545
1.9639e-06,0.26544
1.9639e-06,0.26543
1.9638e-06,0.26542
1.9637e-06,0.26541
1.9637e-06,0.2654
1.9636e-06,0.2654
1.9635e-06,0.26539
1.9635e-06,0.26538
1.9634e-06,0.26537
1.9633e-06,0.26536
1.9633e-06,0.26535
1.9632e-06,0.26534
1.9631e-06,0.26533
1.9631e-06,0.26533
1.963e-06,0.26532
1.9629e-06,0.26531
1.9629e-06,0.2653
1.9628e-06,0.26529
1.9628e-06,0.26528
1.9627e-06,0.26527
1.9626e-06,0.26526
1.9626e-06,0.26525
1.9625e-06,0.26525
1.9624e-06,0.26524
1.9624e-06,0.26523
1.9623e-06,0.26522
1.9622e-06,0.26521
1.9622e-06,0.2652
1.9621e-06,0.26519
1.962e-06,0.26518
1.962e-06,0.26517
1.9619e-06,0.26517
1.9618e-06,0.26516
1.9618e-06,0.26515
1.9617e-06,0.26514
1.9616e-06,0.26513
1.9616e-06,0.26512
1.9615e-06,0.26511
1.9614e-06,0.2651
1.9614e-06,0.2651
1.9613e-06,0.26509
1.9612e-06,0.26508
1.9612e-06,0.26507
1.9611e-06,0.26506
1.9611e-06,0.26505
1.961e-06,0.26504
1.9609e-06,0.26503
1.9609e-06,0.26502
1.9608e-06,0.26502
1.9607e-06,0.26501
